NM_CONTEST_CUSTOM_CODE|NM_PARTY_NAME|NM_PARTY_ABBREVIATION|NM_PARTY_COLOR|NM_PARTY_LOGO|NM_PARTY_CUSTOM_CODE|NM_CANDIDATE_CUSTOM_CODE|NM_CANDIDATE_ID|NM_CANDIDATE_NAME|NM_CANDIDATE_LAST_NAME|NM_CANDIDATE_GENDER|NM_VICE_CANDIDATE_CUSTOM_CODE|NM_VICE_CANDIDATE_ID|NM_VICE_CANDIDATE_NAME|NM_VICE_CANDIDATE_LAST_NAME|NM_VICE_CANDIDATE_GENDER|NM_ADDITIONAL_INFORMATION
000460|FRENTE RENOVADOR 1 PAIS||#E70CBC||60-501|000460060-501B|000460060-501B|LISTA 2 RENOVEMOS JUJUY|Lista B|MALE||||||26
000460|FRENTE RENOVADOR 1 PAIS||#E70CBC||60-501|000460060-501C|000460060-501C|LISTA 3 UN JUJUY UNIDOS POR UNA NUEVA ARGENTINA|Lista C|MALE||||||27
000460|MOVIMIENTO INTEGRACION LATINOAMERICANA DE EXPRESION SOCIAL||#7132BD||60-210|000460060-210A|000460060-210A|POR LA UNIDAD CIUDADANA JUJUY|Lista A|MALE||||||24
000460|MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES||#ACD88B||38|0004600000038A|0004600000038A|VAMOS POR UNA IZQUIERDA AL FRENTE|Lista A|MALE||||||22
000460|PARTIDO NACIONALISTA CONSTITUCIONAL UNIR||#50F5C0||33|0004600000033A|0004600000033A|UNIR MI JUJUY|Lista A|MALE||||||21
000462|ALTERNATIVA POPULAR RIOJANA||#63D545||62-504|000462062-504A|000462062-504A|CIUDADANO POR LA VICTORIA - A|Lista A|MALE||||||25
000462|CAMBIEMOS-FUERZA CIVICA RIOJANA||#3E8ABE||62-502|000462062-502A|000462062-502A|LISTA CAMBIA LA RIOJA LETRA A|Lista A|MALE||||||23
000462|FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES||#7AB965||137|0004620000137A|0004620000137A|LISTA A ROJA|Lista A|MALE||||||17
000462|FRENTE JUSTICIALISTA RIOJANO||#AA8A26||62-501|000462062-501A|000462062-501A|RIOJA FEDERAL A|Lista A|MALE||||||22
000462|IZQUIERDA AL FRENTE POR EL SOCIALISMO||#1E8591||62-506|000462062-506A|000462062-506A|UNIDAD DE LA IZQUIERDA A|Lista A|MALE||||||26
000462|MOVIMIENTO NORTE GRANDE||#1D7B9C||62-159|000462062-159A|000462062-159A|AZUL T|Lista A|MALE||||||21
000464|COMPROMISO FEDERAL||#DB9AD3||82|0004640000082A|0004640000082A|AMARILLO Y NEGRO|Lista A|MALE||||||24
000464|FRENTE AVANCEMOS||#024237||64-503|000464064-503A|000464064-503A|A PROVINCIA|Lista A|MALE||||||29
000464|FRENTE CAMBIEMOS||#C01F09||64-501|000464064-501A|000464064-501A|CAMBIANDO JUNTOS|Lista A|MALE||||||27
000464|FRENTE RENOVADOR DE LA CONCORDIA||#8CF9A4||64-502|000464064-502A|000464064-502A|LISTA ROJA, AZUL Y BLANCA|Lista A|MALE||||||28
000464|INSTRUMENTO ELECTORAL POR LA UNIDAD POPULAR||#22F64B||64-72|0004640064-72A|0004640064-72A|Lista A|Lista A|MALE||||||23
000464|PARTIDO AGRARIO Y SOCIAL||#556D63||64-184|000464064-184A|000464064-184A|LISTA VERDE K|Lista A|MALE||||||26
000464|PARTIDO DEL OBRERO||#3E8815||64-71|0004640064-71A|0004640064-71A|1 ROJA|Lista A|MALE||||||22
000464|PARTIDO NUEVO OCTUBRE||#1A04DB||64-165|000464064-165A|000464064-165A|PODEMOS|Lista A|MALE||||||25
000464|UNION POPULAR||#863741||64-23|0004640064-23A|0004640064-23A|UNIDAD|Lista A|MALE||||||21
000468|1 PAIS - SOMOS SAN JUAN||#6DA1A0||68-503|000468068-503A|000468068-503A|LISTA PROVINCIA|Lista A|MALE||||||29
000468|ACCION POR UNA DEMOCRACIA NUEVA||#45244F||68-182|000468068-182A|000468068-182A|LISTA SANJUANINO|Lista A|MALE||||||24
000468|CAMBIEMOS SAN JUAN||#DCFF69||68-501|000468068-501A|000468068-501A|CAMBIANDO JUNTOS|Lista A|MALE||||||26
000468|CAMBIEMOS SAN JUAN||#DCFF69||68-501|000468068-501B|000468068-501B|RENOVACION|Lista B|MALE||||||27
000468|FRENTE PROGRESISTA POPULAR||#CA1312||68-504|000468068-504A|000468068-504A|LISTA PARTICIPACIÓN|Lista A|MALE||||||1
000468|FRENTE TODOS||#F96E09||68-502|000468068-502A|000468068-502A|LISTA SAN JUAN PRIMERO|Lista A|MALE||||||28
000468|IZQUIERDA POR UNA OPCION SOCIALISTA||#095149||68-61|0004680068-61A|0004680068-61A|LISTA 1 HACIA EL FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES|Lista A|MALE||||||21
000468|NUEVA IZQUIERDA||#327215||68|0004680000068A|0004680000068A|LISTA UNIDAD|Lista A|MALE||||||3
000468|PARTIDO MOVIMIENTO VIDA Y COMPROMISO||#158DE5||68-167|000468068-167A|000468068-167A|LISTA CELESTE|Lista A|MALE||||||22
000469|AVANZAR Y CAMBIEMOS POR SAN LUIS||#B27987||69-502|000469069-502A|000469069-502A|MOVIMIENTO DE RECUPERACIÓN Y CAMBIO|Lista A|MALE||||||5
000469|AVANZAR Y CAMBIEMOS POR SAN LUIS||#B27987||69-502|000469069-502B|000469069-502B|UNIDAD Y CONSENSO POR SAN LUIS|Lista B|MALE||||||6
000469|FRENTE UNIDAD JUSTICIALISTA SAN LUIS||#C67670||69-501|000469069-501A|000469069-501A|A EL CAMBIO CONTINÚA|Lista A|MALE||||||4
000469|GEN||#9DC1D4||69-69|0004690069-69A|0004690069-69A|LISTA UN SAN LUIS A|Lista A|MALE||||||3
000469|MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES||#ACD88B||38|0004690000038A|0004690000038A|VAMOS POR UNA IZQUIERDA AL FRENTE|Lista A|MALE||||||1
000469|PARTIDO DE TRABAJADORES POR EL SOCIALISMO||#C19234||69-70|0004690069-70A|0004690069-70A|LISTA FRENTE DE IZQUIERDA|Lista A|MALE||||||2
000470|FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES - PARTIDO OBRERO + IZQUIERDA POR UNA OPCIÓN SOCIALISTA||#C8BCC5||70-504|000470070-504A|000470070-504A|1-ROJA|Lista A|MALE||||||28
000470|FRENTE PARA LA VICTORIA||#0F4026||131|0004700000131A|0004700000131A|CELESTE Y BLANCA K NÉSTOR KIRCHNER|Lista A|MALE||||||5
000470|FRENTE PARA LA VICTORIA||#0F4026||131|0004700000131B|0004700000131B|LISTA MOVIMIENTO JUSTICIA SOCIAL|Lista B|MALE||||||6
000470|FRENTE RENOVADOR AUTENTICO||#B9282E||70-176|000470070-176A|000470070-176A|1PROVINCIA|Lista A|MALE||||||23
000470|IZQUIERDA AL FRENTE POR EL SOCIALISMO||#D455C8||70-501|000470070-501A|000470070-501A|UNIDAD|Lista A|MALE||||||24
000470|MOVIMIENTO POLITICO, SOCIAL Y CULTURAL PROYECTO SUR||#833551||83|0004700000083A|0004700000083A|MEJOR ES HACER|Lista A|MALE||||||22
000470|PARTIDO DEL CAMPO POPULAR||#61F460||70-180|000470070-180A|000470070-180A|LISTA A FRENTE DE LOS JUBILADOS|Lista A|MALE||||||1
000470|PARTIDO DEL CAMPO POPULAR||#61F460||70-180|000470070-180B|000470070-180B|LISTA B PROYECTO JOVEN|Lista B|MALE||||||2
000470|PARTIDO DEL CAMPO POPULAR||#61F460||70-180|000470070-180C|000470070-180C|LISTA C MAS RENOVADOR|Lista C|MALE||||||3
000470|PARTIDO DEL CAMPO POPULAR||#61F460||70-180|000470070-180E|000470070-180E|LISTA E CON TOTAL SEGURIDAD|Lista E|MALE||||||5
000470|PARTIDO DEL CAMPO POPULAR||#61F460||70-180|000470070-180G|000470070-180G|LISTA G POR LA DECADA GANADA|Lista G|MALE||||||7
000470|UNION PARA VIVIR MEJOR, CAMBIEMOS||#D8E593||70-503|000470070-503B|000470070-503B|INTEGRACIÓN CIUDADANA|Lista B|MALE||||||26
000470|UNION PARA VIVIR MEJOR, CAMBIEMOS||#D8E593||70-503|000470070-503C|000470070-503C|JUNTOS POR UN CAMBIO|Lista C|MALE||||||27
000470|UNITE POR LA LIBERTAD Y LA DIGNIDAD||#417A0D||70-188|000470070-188A|000470070-188A|LISTA A NUEVA DEMOCRACIA|Lista A|MALE||||||8
000470|UNITE POR LA LIBERTAD Y LA DIGNIDAD||#417A0D||70-188|000470070-188B|000470070-188B|LISTA B SALUD COMUNITARIA|Lista B|MALE||||||9
000470|UNITE POR LA LIBERTAD Y LA DIGNIDAD||#417A0D||70-188|000470070-188D|000470070-188D|LISTA D UN NUEVO TIEMPO|Lista D|MALE||||||11
000470|UNITE POR LA LIBERTAD Y LA DIGNIDAD||#417A0D||70-188|000470070-188F|000470070-188F|LISTA F CIUDADANOS RESPONSABLES|Lista F|MALE||||||13
000470|UNITE POR LA LIBERTAD Y LA DIGNIDAD||#417A0D||70-188|000470070-188G|000470070-188G|LISTA G COMPRENSIÓN|Lista G|MALE||||||14
000470|UNITE POR LA LIBERTAD Y LA DIGNIDAD||#417A0D||70-188|000470070-188H|000470070-188H|LISTA H JUNTOS PARA GANAR|Lista H|MALE||||||15
000552|1 PAIS||#F2477A||52-501|000552052-501A|000552052-501A|UN PAIS UNIDO HOY Y SIEMPRE|Lista A|MALE||||||4
000552|CAMBIEMOS BUENOS AIRES||#9858E7||52-508|000552052-508A|000552052-508A|CAMBIANDO JUNTOS|Lista A|MALE||||||16
000552|CREO||#DB8608||52-507|000552052-507A|000552052-507A|CONVICCIONES|Lista A|MALE||||||15
000552|ENCUENTRO POPULAR POR TIERRA, TECHO Y TRABAJO||#DE7F04||52-506|000552052-506A|000552052-506A|MEMORIA VERDAD JUSTICIA|Lista A|MALE||||||14
000552|FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES||#7AB965||137|0005520000137A|0005520000137A|LISTA A ROJA|Lista A|MALE||||||1
000552|FRENTE PATRIOTA BANDERA VECINAL||#5A470A||52-505|000552052-505A|000552052-505A|LISTA A - CONDUCCIÓN|Lista A|MALE||||||8
000552|FRENTE SOCIALISTA Y POPULAR||#E3C897||52-502|000552052-502A|000552052-502A|LISTA A|Lista A|MALE||||||5
000552|MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS- MATRAJU-||#E4E363||52-268|000552052-268A|000552052-268A|LISTA UNIDAD N° 1|Lista A|MALE||||||10
000552|PARTIDO FEDERAL||#E1AF89||52-8|00055200052-8A|00055200052-8A|LISTA ROJO PUNZÓ LETRA A|Lista A|MALE||||||2
000552|PARTIDO FEDERAL||#E1AF89||52-8|00055200052-8B|00055200052-8B|LISTA CELESTE Y BLANCA LETRA B|Lista B|MALE||||||3
000552|PARTIDO FEDERAL||#E1AF89||52-8|00055200052-8C|00055200052-8C|FEDERALISMO PURO LETRA C|Lista C|MALE||||||4
000552|PARTIDO FEDERAL||#E1AF89||52-8|00055200052-8D|00055200052-8D|LISTA ALTERNATIVA LETRA D|Lista D|MALE||||||5
000552|PARTIDO HUMANISTA||#79D290||22|0005520000022A|0005520000022A|LISTA A NARANJA|Lista A|MALE||||||6
000552|PARTIDO MOVIMIENTO ORGANIZACIÓN DEMOCRÁTICA||#6E60B4||52-309|000552052-309A|000552052-309A|LISTA COMPROMISO CIUDADANO|Lista A|MALE||||||3
000552|PARTIDO TODOS POR BUENOS AIRES||#6402F4||52-298|000552052-298A|000552052-298A|LISTA TOBA|Lista A|MALE||||||1
000552|PATRIA GRANDE||#E30D19||52-301|000552052-301A|000552052-301A|LISTA A VAMOS|Lista A|MALE||||||2
000552|UNIDAD CIUDADANA||#7717F9||52-503|000552052-503A|000552052-503A|LISTA CELESTE Y BLANCA U|Lista A|MALE||||||6
000554|CAMBIEMOS||#CADD61||135|0005540000135H|0005540000135H|CAMBIANDO JUNTOS - LISTA M|Lista H|MALE||||||16
000554|CAMBIEMOS||#CADD61||135|0005540000135I|0005540000135I|PARA LA DEMOCRACIA SOCIAL - LISTA R|Lista I|MALE||||||17
000554|ENCUENTRO VECINAL CORDOBA||#64221F||54-217|000554054-217A|000554054-217A|LISTA: VALORES EN ACCIÓN A1|Lista A|MALE||||||26
000554|FRENTE CÓRDOBA CIUDADANA||#40165A||54-504|000554054-504A|000554054-504A|LISTA 5 K|Lista A|MALE||||||4
000554|FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES||#7AB965||137|0005540000137A|0005540000137A|LISTA A ROJA|Lista A|MALE||||||19
000554|GEN||#C22E58||54-69|0005540054-69A|0005540054-69A|LISTA 1 A MARGARITA|Lista A|MALE||||||24
000554|IZQUIERDA AL FRENTE POR EL SOCIALISMO||#688D97||54-505|000554054-505A|000554054-505A|LISTA 1 A|Lista A|MALE||||||5
000554|PARTIDO HUMANISTA||#79D290||22|0005540000022A|0005540000022A|LISTA NARANJA 22 H|Lista A|MALE||||||23
000554|PARTIDO PRIMERO LA GENTE||#5426AA||54-201|000554054-201A|000554054-201A|LISTA CÓRODBA CAMBIA /1A|Lista A|MALE||||||25
000554|POLITICA ABIERTA PARA LA INTEGRIDAD SOCIAL||#34AF35||54-231|000554054-231A|000554054-231A|LISTA 1 A- NUEVO PAÍS|Lista A|MALE||||||27
000554|POLITICA ABIERTA PARA LA INTEGRIDAD SOCIAL||#34AF35||54-231|000554054-231B|000554054-231B|LISTA 2 B - POR UN NUEVO PAÍS|Lista B|MALE||||||28
000554|POLITICA ABIERTA PARA LA INTEGRIDAD SOCIAL||#34AF35||54-231|000554054-231C|000554054-231C|LISTA 3 C - POR UN PAIS MEJOR|Lista C|MALE||||||29
000554|POLITICA ABIERTA PARA LA INTEGRIDAD SOCIAL||#34AF35||54-231|000554054-231D|000554054-231D|LISTA 4 D - JUNTOS POR UN PAIS|Lista D|MALE||||||1
000554|SOMOS||#27F17F||54-502|000554054-502A|000554054-502A|LISTA COMPROMISO A1|Lista A|MALE||||||2
000554|UNIÓN POR CÓRDOBA||#EC7D9B||54-503|000554054-503A|000554054-503A|MOVIMIENTO DE UNIDAD PERONISTA 2 M|Lista A|MALE||||||3
000556|ALIANZA CAMBIEMOS||#A07BF2||56-503|000556056-503A|000556056-503A|A CAMBIANDO JUNTOS|Lista A|MALE||||||5
000556|ALIANZA CAMBIEMOS||#A07BF2||56-503|000556056-503B|000556056-503B|C ENCUENTRO CIVICO|Lista B|MALE||||||6
000556|ALIANZA FRENTE CHACO MERECE MAS||#86BF42||56-502|000556056-502A|000556056-502A|LISTA 502B TRES BANDERAS|Lista A|MALE||||||28
000556|ALIANZA FRENTE CHACO MERECE MAS||#86BF42||56-502|000556056-502C|000556056-502C|LISTA 502K CORRIENTE PROVINCIAL KIRCHNERISTA|Lista C|MALE||||||1
000556|ALIANZA FRENTE CHACO MERECE MAS||#86BF42||56-502|000556056-502D|000556056-502D|LISTA 502L LA DOS|Lista D|MALE||||||2
000556|ALIANZA FRENTE CHACO MERECE MAS||#86BF42||56-502|000556056-502F|000556056-502F|LISTA 502S SOCIALISTAS UNIDOS|Lista F|MALE||||||4
000556|ALIANZA UN NUEVO PAIS||#6DF633||56-504|000556056-504A|000556056-504A|LISTA UNIDAD A|Lista A|MALE||||||7
000556|ALIANZA UNIDAD CIUDADANA||#D0AF88||56-501|000556056-501A|000556056-501A|LISTA 501K ROYECTO NACIONAL Y POPULAR|Lista A|MALE||||||27
000556|COMPROMISO FEDERAL||#DB9AD3||82|0005560000082A|0005560000082A|AMARILLO Y NEGRO -A-|Lista A|MALE||||||23
000556|MOVIMIENTO POLITICO, SOCIAL Y CULTURAL PROYECTO SUR||#833551||83|0005560000083A|0005560000083A|LISTA VERDE A|Lista A|MALE||||||26
000556|PARTIDO CIUDADANOS A GOBERNAR||#91FC50||56-179|000556056-179A|000556056-179A|A LISTA AZUL Y BLANCA|Lista A|MALE||||||25
000556|PARTIDO DEL OBRERO||#059971||56-71|0005560056-71A|0005560056-71A|LISTA A FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES 71|Lista A|MALE||||||22
000556|PARTIDO DEMOCRATA||#F0611B||56-176|000556056-176A|000556056-176A|LISTA A CELESTE Y BLANCA|Lista A|MALE||||||24
000561|ALIANZA IZQUIERDA AL FRENTE POR EL SOCIALISMO||#83D47E||61-502|000561061-502A|000561061-502A|LISTA 502 1A UNIDAD DE LA IZQUIERDA|Lista A|MALE||||||1
000561|FRENTE CAMBIEMOS LA PAMPA||#63230B||61-503|000561061-503A|000561061-503A|LISTA 503B RENOVACIÓN Y CAMBIO|Lista A|MALE||||||2
000561|FRENTE CAMBIEMOS LA PAMPA||#63230B||61-503|000561061-503B|000561061-503B|LISTA M503 CAMBIAR LA PAMPA|Lista B|MALE||||||3
000561|FRENTE CAMBIEMOS LA PAMPA||#63230B||61-503|000561061-503C|000561061-503C|LISTA T503 JUNTOS POR LA PAMPA|Lista C|MALE||||||4
000561|FRENTE PROGRESISTA PAMPEANO||#BC0370||61-501|000561061-501A|000561061-501A|LISTA G ES EL MOMENTO|Lista A|MALE||||||28
000561|FRENTE PROGRESISTA PAMPEANO||#BC0370||61-501|000561061-501B|000561061-501B|LISTA S MÁS PARA LA GENTE|Lista B|MALE||||||29
000561|PARTIDO DE LOS TRABAJADORES SOCIALISTAS||#A66B9A||61-190|000561061-190A|000561061-190A|ROJA A|Lista A|MALE||||||27
000561|PARTIDO HUMANISTA||#79D290||22|0005610000022A|0005610000022A|LISTA 22K COHERENCIA|Lista A|MALE||||||26
000561|PARTIDO JUSTICIALISTA||#AC802D||61-2|00056100061-2A|00056100061-2A|LISTA 2A PERONISTAS DE LA PAMPA|Lista A|MALE||||||21
000561|PARTIDO JUSTICIALISTA||#AC802D||61-2|00056100061-2B|00056100061-2B|LISTA C CIUDADANOS EN ACCIÓN|Lista B|MALE||||||22
000561|PARTIDO JUSTICIALISTA||#AC802D||61-2|00056100061-2D|00056100061-2D|LETRA P 4 DE JUNIO|Lista D|MALE||||||24
000563|CAMBIEMOS||#CADD61||135|0005630000135B|0005630000135B|501 B DIGNIDAD PARTIDARIA|Lista B|MALE||||||1
000563|CAMBIEMOS||#CADD61||135|0005630000135D|0005630000135D|EQUIPO DE GOBIERNO|Lista D|MALE||||||2
000563|ENCUENTRO POR MENDOZA||#B48067||63-504|000563063-504A|000563063-504A|LISTA AZUL Y BLANCA|Lista A|MALE||||||11
000563|FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES||#7AB965||137|0005630000137A|0005630000137A|LISTA A ROJA|Lista A|MALE||||||3
000563|PARTIDO DEL TRABAJO Y DEL PUEBLO POR UN PROYECTO POPULAR||#496A1E||63-74|0005630063-74A|0005630063-74A|LISTA 74 AHORA EL PUEBLO|Lista A|MALE||||||5
000563|PARTIDO INTRANSIGENTE||#57E9BF||63-6|00056300063-6A|00056300063-6A|LISTA PROTECTORA|Lista A|MALE||||||4
000563|PARTIDO VERDE||#ED910F||63-181|000563063-181A|000563063-181A|LISTA UNIDAD|Lista A|MALE||||||6
000563|PODEMOS CON LA IZQUIERDA||#2D1387||63-221|000563063-221A|000563063-221A|LISTA 1 UNIDAD|Lista A|MALE||||||7
000569|AVANZAR Y CAMBIEMOS POR SAN LUIS||#B27987||69-502|000569069-502A|000569069-502A|MOVIMIENTO DE RECUPERACIÓN Y CAMBIO|Lista A|MALE||||||5
000569|AVANZAR Y CAMBIEMOS POR SAN LUIS||#B27987||69-502|000569069-502B|000569069-502B|UNIDAD Y CONSENSO POR SAN LUIS|Lista B|MALE||||||6
000569|GEN||#9DC1D4||69-69|0005690069-69A|0005690069-69A|LISTA UN SAN LUIS A|Lista A|MALE||||||3
000569|MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES||#ACD88B||38|0005690000038A|0005690000038A|VAMOS POR UNA IZQUIERDA AL FRENTE|Lista A|MALE||||||1
000569|PARTIDO DE TRABAJADORES POR EL SOCIALISMO||#C19234||69-70|0005690069-70A|0005690069-70A|LISTA FRENTE DE IZQUIERDA|Lista A|MALE||||||2
000573|CAMBIEMOS PARA EL BICENTENARIO||#DC3F13||73-502|000573073-502A|000573073-502A|LISTA A CAMBIANDO JUNTOS|Lista A|MALE||||||4
000573|FRENTE AMPLIO TUCUMANO||#B76DCD||73-503|000573073-503A|000573073-503A|A LISTA DE UNIDAD|Lista A|MALE||||||5
000573|FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES||#7AB965||137|0005730000137A|0005730000137A|LISTA A ROJA|Lista A|MALE||||||17
000573|FRENTE JUSTICIALISTA POR TUCUMAN||#828885||73-501|000573073-501A|000573073-501A|LISTA NARANJA A|Lista A|MALE||||||24
000573|FRENTE JUSTICIALISTA POR TUCUMAN||#828885||73-501|000573073-501C|000573073-501C|LISTA CELESTE Y BLANCA C|Lista C|MALE||||||26
000573|FRENTE JUSTICIALISTA POR TUCUMAN||#828885||73-501|000573073-501D|000573073-501D|RENOVACION CON MASSA LISTA LILA D|Lista D|MALE||||||27
000573|FRENTE JUSTICIALISTA POR TUCUMAN||#828885||73-501|000573073-501E|000573073-501E|UNIDAD CIUDADANA LISTA MAGENTA E|Lista E|MALE||||||28
000573|FRENTE JUSTICIALISTA POR TUCUMAN||#828885||73-501|000573073-501F|000573073-501F|EL PERONISMO VUELVE LISTA VERDE F|Lista F|MALE||||||29
000573|FRENTE JUSTICIALISTA POR TUCUMAN||#828885||73-501|000573073-501G|000573073-501G|LISTA ROSA G|Lista G|MALE||||||1
000573|FRENTE JUSTICIALISTA POR TUCUMAN||#828885||73-501|000573073-501H|000573073-501H|LISTA AZUL H|Lista H|MALE||||||2
000573|FRENTE JUSTICIALISTA POR TUCUMAN||#828885||73-501|000573073-501I|000573073-501I|LISTA GRIS I|Lista I|MALE||||||3
000573|FUERZA REPUBLICANA||#400032||73-181|000573073-181A|000573073-181A|LISTA A CELESTE Y BLANCA|Lista A|MALE||||||23
000573|MOVIMIENTO DE PARTICIPACION CIUDADANA||#D1CB79||73-177|000573073-177A|000573073-177A|LISTA1 COMPROMISO CIUDADANO, TRABAJO Y HONESTIDAD|Lista A|MALE||||||22
000573|MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES||#ACD88B||38|0005730000038A|0005730000038A|UNIDAD|Lista A|MALE||||||21
