NM_CONTEST_CUSTOM_CODE|NM_PARTY_NAME|NM_PARTY_ABBREVIATION|NM_PARTY_COLOR|NM_PARTY_LOGO|NM_PARTY_CUSTOM_CODE|NM_CANDIDATE_CUSTOM_CODE|NM_CANDIDATE_ID|NM_CANDIDATE_NAME|NM_CANDIDATE_LAST_NAME|NM_CANDIDATE_GENDER|NM_VICE_CANDIDATE_CUSTOM_CODE|NM_VICE_CANDIDATE_ID|NM_VICE_CANDIDATE_NAME|NM_VICE_CANDIDATE_LAST_NAME|NM_VICE_CANDIDATE_GENDER|NM_ADDITIONAL_INFORMATION
000367|FRENTE UNIDAD Y RENOVACION||#1A539D|party/67-502.png|67-502|000367067-502F|000367067-502F|CONSENSO Y LEALTAD PROVINCIAL LISTA 502F|Lista F|MALE||||||1
000367|CAMBIEMOS PAIS||#0F99FD|party/67-503.png|67-503|000367067-503A|000367067-503A|LISTA C CAMBIEMOS JUNTOS|Lista A|MALE||||||2
000367|CAMBIEMOS PAIS||#0F99FD|party/67-503.png|67-503|000367067-503B|000367067-503B|EVOLUCIÓN CIUDADANA LISTA R|Lista B|MALE||||||3
000367|FRENTE CIUDADANO PARA LA VICTORIA||#2E933B|party/67-505.png|67-505|000367067-505A|000367067-505A|A LISTA UNIDAD CIUDADANA PARA LA VICTORIA|Lista A|MALE||||||4
000367|FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES||#6E91DB|party/137.png|137|0003670000137A|0003670000137A|LISTA A ROJA|Lista A|MALE||||||17
000367|MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES||#0AD4F2|party/38.png|38|0003670000038A|0003670000038A|A NUEVA IZQUIERDA|Lista A|MALE||||||21
000367|COMPROMISO FEDERAL||#E9F599|party/82.png|82|0003670000082A|0003670000082A|LISTA 82S UNIDAD FEDERAL|Lista A|MALE||||||22
000367|SALTA SOMOS TODOS||#6E9030|party/67-203.png|67-203|000367067-203A|000367067-203A|O JUNTOS SOMOS TODOS|Lista A|MALE||||||23
000367|FRENTE POPULAR PARA LA LIBERACION||#237D9E|party/67-501.png|67-501|000367067-501A|000367067-501A|LISTA 501 A LISTA FRENTE POPULAR PARA LA LIBERACIÓN|Lista A|MALE||||||24
000367|FRENTE UNIDAD Y RENOVACION||#1A539D|party/67-502.png|67-502|000367067-502A|000367067-502A|HACIA UN FUTURO MEJOR A|Lista A|MALE||||||25
000367|FRENTE UNIDAD Y RENOVACION||#1A539D|party/67-502.png|67-502|000367067-502B|000367067-502B|DESARROLLO Y TRABAJO B|Lista B|MALE||||||26
000367|FRENTE UNIDAD Y RENOVACION||#1A539D|party/67-502.png|67-502|000367067-502C|000367067-502C|CONSTRUIMOS LISTA 502C|Lista C|MALE||||||27
000367|FRENTE UNIDAD Y RENOVACION||#1A539D|party/67-502.png|67-502|000367067-502D|000367067-502D|COMPROMISO LISTA 502D|Lista D|MALE||||||28
000367|FRENTE UNIDAD Y RENOVACION||#1A539D|party/67-502.png|67-502|000367067-502E|000367067-502E|NUEVA EXPRESIÓN JUSTICIALISTA LISTA 502E|Lista E|MALE||||||29
000368|FRENTE PROGRESISTA POPULAR||#589761|party/68-504.png|68-504|000368068-504A|000368068-504A|LISTA PARTICIPACIÓN|Lista A|MALE||||||1
000368|NUEVA IZQUIERDA||#F6FE03|party/68.png|68|0003680000068A|0003680000068A|LISTA UNIDAD|Lista A|MALE||||||3
000368|IZQUIERDA POR UNA OPCION SOCIALISTA||#84D54B|party/68-61.png|68-61|0003680068-61A|0003680068-61A|LISTA 1 HACIA EL FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES|Lista A|MALE||||||21
000368|PARTIDO MOVIMIENTO VIDA Y COMPROMISO||#9787FD|party/68-167.png|68-167|000368068-167A|000368068-167A|LISTA CELESTE|Lista A|MALE||||||22
000368|NUEVA DIRIGENCIA||#E3283E|party/68-177.png|68-177|000368068-177A|000368068-177A|LISTA ESPACIO Y DESARROLLO|Lista A|MALE||||||23
000368|ACCION POR UNA DEMOCRACIA NUEVA||#543F53|party/68-182.png|68-182|000368068-182A|000368068-182A|LISTA SANJUANINO|Lista A|MALE||||||24
000368|ACCION POR UNA DEMOCRACIA NUEVA||#543F53|party/68-182.png|68-182|000368068-182B|000368068-182B|LISTA JUNTOS|Lista B|MALE||||||25
000368|CAMBIEMOS SAN JUAN||#626376|party/68-501.png|68-501|000368068-501A|000368068-501A|CAMBIANDO JUNTOS|Lista A|MALE||||||26
000368|CAMBIEMOS SAN JUAN||#626376|party/68-501.png|68-501|000368068-501B|000368068-501B|RENOVACION|Lista B|MALE||||||27
000368|FRENTE TODOS||#514FF8|party/68-502.png|68-502|000368068-502A|000368068-502A|LISTA SAN JUAN PRIMERO|Lista A|MALE||||||28
000368|1 PAIS - SOMOS SAN JUAN||#432CEB|party/68-503.png|68-503|000368068-503A|000368068-503A|LISTA PROVINCIA|Lista A|MALE||||||29
000369|MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES||#0AD4F2|party/38.png|38|0003690000038A|0003690000038A|VAMOS POR UNA IZQUIERDA AL FRENTE|Lista A|MALE||||||1
000369|PARTIDO DE TRABAJADORES POR EL SOCIALISMO||#41E70D|party/69-70.png|69-70|0003690069-70A|0003690069-70A|LISTA FRENTE DE IZQUIERDA|Lista A|MALE||||||2
000369|GEN||#6ACA49|party/69-69.png|69-69|0003690069-69A|0003690069-69A|LISTA UN SAN LUIS A|Lista A|MALE||||||3
000369|FRENTE UNIDAD JUSTICIALISTA SAN LUIS||#CD011D|party/69-501.png|69-501|000369069-501A|000369069-501A|A EL CAMBIO CONTINÚA|Lista A|MALE||||||4
000369|AVANZAR Y CAMBIEMOS POR SAN LUIS||#471A28|party/69-502.png|69-502|000369069-502A|000369069-502A|MOVIMIENTO DE RECUPERACIÓN Y CAMBIO|Lista A|MALE||||||5
000369|AVANZAR Y CAMBIEMOS POR SAN LUIS||#471A28|party/69-502.png|69-502|000369069-502B|000369069-502B|UNIDAD Y CONSENSO POR SAN LUIS|Lista B|MALE||||||6
000370|FRENTE PARA LA VICTORIA||#19C757|party/131.png|131|0003700000131A|0003700000131A|CELESTE Y BLANCA K NÉSTOR KIRCHNER|Lista A|MALE||||||5
000370|FRENTE PARA LA VICTORIA||#19C757|party/131.png|131|0003700000131B|0003700000131B|LISTA MOVIMIENTO JUSTICIA SOCIAL|Lista B|MALE||||||6
000370|MOVIMIENTO POLITICO, SOCIAL Y CULTURAL PROYECTO SUR||#95BD43|party/83.png|83|0003700000083A|0003700000083A|MEJOR ES HACER|Lista A|MALE||||||22
000370|FRENTE RENOVADOR AUTENTICO||#7A63D2|party/70-176.png|70-176|000370070-176A|000370070-176A|1PROVINCIA|Lista A|MALE||||||23
000370|IZQUIERDA AL FRENTE POR EL SOCIALISMO||#D01A11|party/70-501.png|70-501|000370070-501A|000370070-501A|UNIDAD|Lista A|MALE||||||24
000370|UNION PARA VIVIR MEJOR, CAMBIEMOS||#A70D67|party/70-503.png|70-503|000370070-503A|000370070-503A|EL CAMINO DEL CAMBIO|Lista A|MALE||||||25
000370|UNION PARA VIVIR MEJOR, CAMBIEMOS||#A70D67|party/70-503.png|70-503|000370070-503B|000370070-503B|INTEGRACIÓN CIUDADANA|Lista B|MALE||||||26
000370|UNION PARA VIVIR MEJOR, CAMBIEMOS||#A70D67|party/70-503.png|70-503|000370070-503C|000370070-503C|JUNTOS POR UN CAMBIO|Lista C|MALE||||||27
000370|FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES - PARTIDO OBRERO + IZQUIERDA POR UNA OPCIÓN SOCIALISTA||#0830F6|party/70-504.png|70-504|000370070-504A|000370070-504A|1-ROJA|Lista A|MALE||||||28
000371|MOVIMIENTO INDEPENDIENTE RENOVADOR||#C9655C|party/71-177.png|71-177|000371071-177A|000371071-177A|LISTA 1A DESARROLLO AGRO INDUSTRIAL|Lista A|MALE||||||1
000371|MOVIMIENTO INDEPENDIENTE RENOVADOR||#C9655C|party/71-177.png|71-177|000371071-177B|000371071-177B|LISTA 2B SANTA FE SEGURA|Lista B|MALE||||||2
000371|PARTIDO DEL CAMPO POPULAR||#C40E94|party/71-180.png|71-180|000371071-180A|000371071-180A|LISTA A FRENTE DE LOS JUBILADOS|Lista A|MALE||||||3
000371|PARTIDO POPULAR||#BF3C3E|party/81.png|81|0003710000081A|0003710000081A|MOVIMIENTO SOLIDARIO POPULAR|Lista A|MALE||||||4
000371|PARTIDO DEL CAMPO POPULAR||#C40E94|party/71-180.png|71-180|000371071-180B|000371071-180B|LISTA B PROYECTO JOVEN|Lista B|MALE||||||4
000371|PARTIDO POPULAR||#BF3C3E|party/81.png|81|0003710000081B|0003710000081B|LISTA B UNA SANTA FE RENOVADA|Lista B|MALE||||||5
000371|PARTIDO DEL CAMPO POPULAR||#C40E94|party/71-180.png|71-180|000371071-180C|000371071-180C|LISTA C MAS RENOVADOR|Lista C|MALE||||||5
000371|PARTIDO POPULAR||#BF3C3E|party/81.png|81|0003710000081C|0003710000081C|LISTA C LA PATRIA SOMOS TODOS|Lista C|MALE||||||6
000371|PARTIDO DEL CAMPO POPULAR||#C40E94|party/71-180.png|71-180|000371071-180D|000371071-180D|LISTA D CREO EN SANTA FE|Lista D|MALE||||||6
000371|PARTIDO POPULAR||#BF3C3E|party/81.png|81|0003710000081D|0003710000081D|LISTA D MOVIMIENTO DE RENOVACIÓN SANTAFESINA|Lista D|MALE||||||7
000371|PARTIDO DEL CAMPO POPULAR||#C40E94|party/71-180.png|71-180|000371071-180E|000371071-180E|LISTA E CON TOTAL SEGURIDAD|Lista E|MALE||||||7
000371|PARTIDO POPULAR||#BF3C3E|party/81.png|81|0003710000081E|0003710000081E|LISTA E - PROTAGONISTAS|Lista E|MALE||||||8
000371|PARTIDO DEL CAMPO POPULAR||#C40E94|party/71-180.png|71-180|000371071-180F|000371071-180F|LISTA F JUNTOS ES POSIBLE|Lista F|MALE||||||8
000371|PARTIDO POPULAR||#BF3C3E|party/81.png|81|0003710000081F|0003710000081F|LISTA F RED CIUDADANA SANTAFESINA|Lista F|MALE||||||9
000371|PARTIDO DEL CAMPO POPULAR||#C40E94|party/71-180.png|71-180|000371071-180G|000371071-180G|LISTA G POR LA DECADA GANADA|Lista G|MALE||||||9
000371|UNITE POR LA LIBERTAD Y LA DIGNIDAD||#4347FC|party/71-188.png|71-188|000371071-188A|000371071-188A|LISTA A NUEVA DEMOCRACIA|Lista A|MALE||||||10
000371|UNITE POR LA LIBERTAD Y LA DIGNIDAD||#4347FC|party/71-188.png|71-188|000371071-188B|000371071-188B|LISTA B SALUD COMUNITARIA|Lista B|MALE||||||11
000371|UNITE POR LA LIBERTAD Y LA DIGNIDAD||#4347FC|party/71-188.png|71-188|000371071-188C|000371071-188C|LISTA C ESPERANZA SANTAFESINA|Lista C|MALE||||||12
000371|UNITE POR LA LIBERTAD Y LA DIGNIDAD||#4347FC|party/71-188.png|71-188|000371071-188D|000371071-188D|LISTA D UN NUEVO TIEMPO|Lista D|MALE||||||13
000371|CAMBIEMOS||#D9102C|party/135.png|135|0003710000135A|0003710000135A|LISTA A CAMBIANDO JUNTOS|Lista A|MALE||||||14
000371|UNITE POR LA LIBERTAD Y LA DIGNIDAD||#4347FC|party/71-188.png|71-188|000371071-188E|000371071-188E|LISTA E FRENTE DE UNIDAD NACIENTE|Lista E|MALE||||||14
000371|UNITE POR LA LIBERTAD Y LA DIGNIDAD||#4347FC|party/71-188.png|71-188|000371071-188F|000371071-188F|LISTA F CIUDADANOS RESPONSABLES|Lista F|MALE||||||15
000371|UNITE POR LA LIBERTAD Y LA DIGNIDAD||#4347FC|party/71-188.png|71-188|000371071-188G|000371071-188G|LISTA G COMPRENSIÓN|Lista G|MALE||||||16
000371|UNITE POR LA LIBERTAD Y LA DIGNIDAD||#4347FC|party/71-188.png|71-188|000371071-188H|000371071-188H|LISTA H JUNTOS PARA GANAR|Lista H|MALE||||||17
000371|UNITE POR LA LIBERTAD Y LA DIGNIDAD||#4347FC|party/71-188.png|71-188|000371071-188I|000371071-188I|LISTA I FUERZA PARA EL CAMBIO|Lista I|MALE||||||18
000371|PARTIDO AUTONOMISTA||#90EA2E|party/71-196.png|71-196|000371071-196A|000371071-196A|LISTA AZUL A SANTA FE CAMINA|Lista A|MALE||||||19
000371|PARTIDO AUTONOMISTA||#90EA2E|party/71-196.png|71-196|000371071-196B|000371071-196B|LISTA AMARILLO B JUBILADOS|Lista B|MALE||||||20
000371|PARTIDO AUTONOMISTA||#90EA2E|party/71-196.png|71-196|000371071-196C|000371071-196C|LISTA ROJO C TODOS JUNTOS|Lista C|MALE||||||21
000371|FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES||#6E91DB|party/137.png|137|0003710000137A|0003710000137A|LISTA A ROJA|Lista A|MALE||||||22
000371|CIUDAD FUTURA||#E72311|party/71-202.png|71-202|000371071-202A|000371071-202A|EL PODER DE LAS MUJERES LISTA A3|Lista A|MALE||||||22
000371|ESPACIO GRANDE||#D8FF59|party/71-501.png|71-501|000371071-501A|000371071-501A|LISTA 1A VAMOS POR MAS|Lista A|MALE||||||23
000371|ESPACIO GRANDE||#D8FF59|party/71-501.png|71-501|000371071-501B|000371071-501B|LISTA 2B CON FE ES POSIBLE|Lista B|MALE||||||24
000371|ESPACIO GRANDE||#D8FF59|party/71-501.png|71-501|000371071-501C|000371071-501C|LISTA 3C NUEVA PROVINCIA|Lista C|MALE||||||25
000371|PARTIDO FEDERAL||#2B0BC8|party/71-8.png|71-8|00037100071-8A|00037100071-8A|LISTA A: DIGNIDAD CIUDADANA|Lista A|MALE||||||26
000371|ESPACIO GRANDE||#D8FF59|party/71-501.png|71-501|000371071-501D|000371071-501D|LISTA 4D CIUDADANOS EN RED|Lista D|MALE||||||26
000371|PARTIDO FEDERAL||#2B0BC8|party/71-8.png|71-8|00037100071-8B|00037100071-8B|LISTA B RECREO SOCIAL|Lista B|MALE||||||27
000371|ESPACIO GRANDE||#D8FF59|party/71-501.png|71-501|000371071-501E|000371071-501E|LISTA 5E SANTA FE PUEDE|Lista E|MALE||||||27
000371|PARTIDO NACIONALISTA CONSTITUCIONAL UNIR||#523CD7|party/33.png|33|0003710000033A|0003710000033A|LISTA A UNIÓN PARA RENOVAR SANTA FE|Lista A|MALE||||||28
000371|ESPACIO GRANDE||#D8FF59|party/71-501.png|71-501|000371071-501F|000371071-501F|LISTA 6F EL PUEBLO VUELVE|Lista F|MALE||||||28
000371|PARTIDO UNION CELESTE Y BLANCO||#7B897E|party/71-65.png|71-65|0003710071-65A|0003710071-65A|E LISTA UNIDOS X SANTA FE|Lista A|MALE||||||29
000371|ESPACIO GRANDE||#D8FF59|party/71-501.png|71-501|000371071-501G|000371071-501G|LISTA 7G UNIDOS POR LA LIBERTAD|Lista G|MALE||||||29
000371|ESPACIO GRANDE||#D8FF59|party/71-501.png|71-501|000371071-501H|000371071-501H|LISTA 8H POR LOS POBRES|Lista H|MALE||||||30
000371|ESPACIO GRANDE||#D8FF59|party/71-501.png|71-501|000371071-501I|000371071-501I|LISTA 9I FRENTE IGUALDAD ANIMAL|Lista I|MALE||||||31
000371|ESPACIO GRANDE||#D8FF59|party/71-501.png|71-501|000371071-501J|000371071-501J|LISTA 10J NI UNA -|Lista J|MALE||||||32
000371|ESPACIO GRANDE||#D8FF59|party/71-501.png|71-501|000371071-501K|000371071-501K|LISTA 11K FORZA SANTA FE|Lista K|MALE||||||33
000371|ESPACIO GRANDE||#D8FF59|party/71-501.png|71-501|000371071-501L|000371071-501L|LISTA 12L LA HORA DEL PUEBLO|Lista L|MALE||||||34
000371|1 PROYECTO SANTAFESINO||#8402E8|party/71-502.png|71-502|000371071-502A|000371071-502A|LISTA 502A RENOVANDO SANTA FE|Lista A|MALE||||||35
000371|FRENTE JUSTICIALISTA||#7C477A|party/71-503.png|71-503|000371071-503A|000371071-503A|LISTA K UNIDAD CIUDADANA|Lista A|MALE||||||36
000371|FRENTE JUSTICIALISTA||#7C477A|party/71-503.png|71-503|000371071-503B|000371071-503B|LISTA P COMPROMISO CON SANTA FE|Lista B|MALE||||||37
000371|FRENTE JUSTICIALISTA||#7C477A|party/71-503.png|71-503|000371071-503C|000371071-503C|LISTA V NES - NUEVO ESPACIO SANTAFESINO|Lista C|MALE||||||38
000371|FRENTE SOCIAL Y POPULAR||#31245B|party/71-504.png|71-504|000371071-504A|000371071-504A|LISTA A UNIDAD SOCIAL Y POPULAR|Lista A|MALE||||||39
000371|FRENTE PROGRESISTA CIVICO Y SOCIAL||#38730A|party/71-506.png|71-506|000371071-506A|000371071-506A|LISTA A ADELANTE|Lista A|MALE||||||40
000371|FRENTE PROGRESISTA CIVICO Y SOCIAL||#38730A|party/71-506.png|71-506|000371071-506B|000371071-506B|LISTA S SUMEMOS X SANTA FE|Lista B|MALE||||||41
000371|VAMOS JUNTOS||#8FC67B|party/71-508.png|71-508|000371071-508A|000371071-508A|LISTA A JUNTOS POR VOS|Lista A|MALE||||||42
000371|VAMOS JUNTOS||#8FC67B|party/71-508.png|71-508|000371071-508B|000371071-508B|LISTA B UNIDOS POR LA FE|Lista B|MALE||||||43
000371|VAMOS JUNTOS||#8FC67B|party/71-508.png|71-508|000371071-508C|000371071-508C|LISTA C NUEVO AMANECER|Lista C|MALE||||||44
000371|VAMOS JUNTOS||#8FC67B|party/71-508.png|71-508|000371071-508D|000371071-508D|LISTA D AHORA ESTAMOS|Lista D|MALE||||||45
000372|PARTIDO POPULAR||#BF3C3E|party/81.png|81|0003720000081A|0003720000081A|MOVIMIENTO SOLIDARIO POPULAR|Lista A|MALE||||||4
000372|CAMBIEMOS||#D9102C|party/135.png|135|0003720000135A|0003720000135A|LISTA A CAMBIANDO JUNTOS|Lista A|MALE||||||9
000372|IZQUIERDA POR UNA OPCION SOCIALISTA||#54DA00|party/72-61.png|72-61|0003720072-61A|0003720072-61A|LETRA A HACIA EL FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES|Lista A|MALE||||||21
000372|FRENTE RENOVADOR 1 PAIS||#7686B8|party/72-501.png|72-501|000372072-501A|000372072-501A|LISTA A: UN PAÍS UNIDO HOY Y SIEMPRE|Lista A|MALE||||||22
000372|FRENTE CIVICO POR SANTIAGO||#72406A|party/72-502.png|72-502|000372072-502A|000372072-502A|A LISTA TODOS POR SANTIAGO|Lista A|MALE||||||23
000373|UNIR TDF||#27EAC3|party/73-504.png|73-504|000373073-504A|000373073-504A|LISTA A CELESTE|Lista A|MALE||||||1
000373|PARTIDO POPULAR||#BF3C3E|party/81.png|81|0003730000081A|0003730000081A|MOVIMIENTO SOLIDARIO POPULAR|Lista A|MALE||||||4
000373|INSTRUMENTO ELECTORAL POR LA UNIDAD POPULAR||#3359CC|party/73-72.png|73-72|0003730073-72A|0003730073-72A|LISTA FRENTE SOLIDARIO Y POPULAR DE LOS TRABAJADORES|Lista A|MALE||||||21
000373|PARTIDO DE LA CULTURA LA EDUCACION Y EL TRABAJO||#BF5139|party/73-76.png|73-76|0003730073-76A|0003730073-76A|LISTA A PENSANDO COMO VOS|Lista A|MALE||||||22
000373|MOVIMIENTO POLITICO, SOCIAL Y CULTURAL PROYECTO SUR||#95BD43|party/83.png|83|0003730000083A|0003730000083A|LISTA CELESTE A|Lista A|MALE||||||23
000373|FEDERAL FUEGUINO||#AF8B47|party/73-167.png|73-167|000373073-167A|000373073-167A|LISTA A ORGULLO FUEGUINO|Lista A|MALE||||||24
000373|PARTIDO OBRERO||#734D74|party/73-203.png|73-203|000373073-203A|000373073-203A|LISTA 1 ROJA A|Lista A|MALE||||||25
000373|INICIATIVA POR LA UNION||#65322D|party/73-207.png|73-207|000373073-207A|000373073-207A|LISTA A ALTERNATIVA PUEBLO FUEGUINO|Lista A|MALE||||||26
000373|FRENTE TIERRA DE UNION||#7AD9FC|party/73-501.png|73-501|000373073-501A|000373073-501A|LISTA A CELESTE Y BLANCA|Lista A|MALE||||||27
000373|FRENTE CIUDADANO Y SOCIAL||#1D61B9|party/73-502.png|73-502|000373073-502A|000373073-502A|INTEGRACIÓN Y PARTICIPACIÓN - LETRA A|Lista A|MALE||||||28
000373|CAMBIEMOS TIERRA DEL FUEGO||#2AF795|party/73-503.png|73-503|000373073-503A|000373073-503A|HACIENDO LO QUE HAY QUE HACER - LISTA T|Lista A|MALE||||||29
000374|FRENTE JUSTICIALISTA POR TUCUMAN||#DC0C86|party/74-501.png|74-501|000374074-501G|000374074-501G|LISTA ROSA G|Lista G|MALE||||||1
000374|FRENTE JUSTICIALISTA POR TUCUMAN||#DC0C86|party/74-501.png|74-501|000374074-501H|000374074-501H|LISTA AZUL H|Lista H|MALE||||||2
000374|FRENTE JUSTICIALISTA POR TUCUMAN||#DC0C86|party/74-501.png|74-501|000374074-501I|000374074-501I|LISTA GRIS I|Lista I|MALE||||||3
000374|CAMBIEMOS PARA EL BICENTENARIO||#B2E8E8|party/74-502.png|74-502|000374074-502A|000374074-502A|LISTA A CAMBIANDO JUNTOS|Lista A|MALE||||||4
000374|FRENTE AMPLIO TUCUMANO||#EC3D5D|party/74-503.png|74-503|000374074-503A|000374074-503A|A LISTA DE UNIDAD|Lista A|MALE||||||5
000374|FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES||#6E91DB|party/137.png|137|0003740000137A|0003740000137A|LISTA A ROJA|Lista A|MALE||||||17
000374|MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES||#0AD4F2|party/38.png|38|0003740000038A|0003740000038A|UNIDAD|Lista A|MALE||||||21
000374|MOVIMIENTO DE PARTICIPACION CIUDADANA||#2B2642|party/74-177.png|74-177|000374074-177A|000374074-177A|LISTA1 COMPROMISO CIUDADANO, TRABAJO Y HONESTIDAD|Lista A|MALE||||||22
000374|FUERZA REPUBLICANA||#EF3727|party/74-181.png|74-181|000374074-181A|000374074-181A|LISTA A CELESTE Y BLANCA|Lista A|MALE||||||23
000374|FRENTE JUSTICIALISTA POR TUCUMAN||#DC0C86|party/74-501.png|74-501|000374074-501A|000374074-501A|LISTA NARANJA A|Lista A|MALE||||||24
000374|FRENTE JUSTICIALISTA POR TUCUMAN||#DC0C86|party/74-501.png|74-501|000374074-501B|000374074-501B|LISTA MUP AMARILLO B|Lista B|MALE||||||25
000374|FRENTE JUSTICIALISTA POR TUCUMAN||#DC0C86|party/74-501.png|74-501|000374074-501C|000374074-501C|LISTA CELESTE Y BLANCA C|Lista C|MALE||||||26
000374|FRENTE JUSTICIALISTA POR TUCUMAN||#DC0C86|party/74-501.png|74-501|000374074-501D|000374074-501D|RENOVACION CON MASSA LISTA LILA D|Lista D|MALE||||||27
000374|FRENTE JUSTICIALISTA POR TUCUMAN||#DC0C86|party/74-501.png|74-501|000374074-501E|000374074-501E|UNIDAD CIUDADANA LISTA MAGENTA E|Lista E|MALE||||||28
000374|FRENTE JUSTICIALISTA POR TUCUMAN||#DC0C86|party/74-501.png|74-501|000374074-501F|000374074-501F|EL PERONISMO VUELVE LISTA VERDE F|Lista F|MALE||||||29
000452|FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES||#6E91DB|party/137.png|137|0004520000137A|0004520000137A|LISTA A ROJA|Lista A|MALE||||||1
000452|PARTIDO TODOS POR BUENOS AIRES||#7F8834|party/52-298.png|52-298|000452052-298A|000452052-298A|LISTA TOBA|Lista A|MALE||||||1
000452|PARTIDO FEDERAL||#8F2176|party/52-8.png|52-8|00045200052-8A|00045200052-8A|LISTA ROJO PUNZÓ LETRA A|Lista A|MALE||||||2
000452|PARTIDO FEDERAL||#8F2176|party/52-8.png|52-8|00045200052-8B|00045200052-8B|LISTA CELESTE Y BLANCA LETRA B|Lista B|MALE||||||3
000452|PARTIDO MOVIMIENTO ORGANIZACIÓN DEMOCRÁTICA||#6D0D49|party/52-309.png|52-309|000452052-309A|000452052-309A|LISTA COMPROMISO CIUDADANO|Lista A|MALE||||||3
000452|PARTIDO FEDERAL||#8F2176|party/52-8.png|52-8|00045200052-8C|00045200052-8C|FEDERALISMO PURO LETRA C|Lista C|MALE||||||4
000452|1 PAIS||#46FD0C|party/52-501.png|52-501|000452052-501A|000452052-501A|UN PAIS UNIDO HOY Y SIEMPRE|Lista A|MALE||||||4
000452|PARTIDO FEDERAL||#8F2176|party/52-8.png|52-8|00045200052-8D|00045200052-8D|LISTA ALTERNATIVA LETRA D|Lista D|MALE||||||5
000452|FRENTE SOCIALISTA Y POPULAR||#6E82BD|party/52-502.png|52-502|000452052-502A|000452052-502A|LISTA A|Lista A|MALE||||||5
000452|PARTIDO HUMANISTA||#66A12F|party/22.png|22|0004520000022A|0004520000022A|LISTA A NARANJA|Lista A|MALE||||||6
000452|UNIDAD CIUDADANA||#5BC444|party/52-503.png|52-503|000452052-503A|000452052-503A|LISTA CELESTE Y BLANCA U|Lista A|MALE||||||6
000452|PARTIDO DEL CAMPO POPULAR||#ACAC6A|party/52-259.png|52-259|000452052-259A|000452052-259A|LISTA A INDEPENDENCIA|Lista A|MALE||||||7
000452|IZQUIERDA AL FRENTE POR EL SOCIALISMO||#F4CA53|party/52-504.png|52-504|000452052-504A|000452052-504A|1A UNIDAD DE LA IZQUIERDA|Lista A|MALE||||||7
000452|PARTIDO DEL CAMPO POPULAR||#ACAC6A|party/52-259.png|52-259|000452052-259B|000452052-259B|LISTA B LIBERTAD|Lista B|MALE||||||8
000452|FRENTE PATRIOTA BANDERA VECINAL||#7FE624|party/52-505.png|52-505|000452052-505A|000452052-505A|LISTA A - CONDUCCIÓN|Lista A|MALE||||||8
000452|PARTIDO DEL CAMPO POPULAR||#ACAC6A|party/52-259.png|52-259|000452052-259C|000452052-259C|LISTA C SEGURIDAD|Lista C|MALE||||||9
000452|FRENTE PATRIOTA BANDERA VECINAL||#7FE624|party/52-505.png|52-505|000452052-505B|000452052-505B|LISTA B - ESPERANZA|Lista B|MALE||||||9
000452|MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS- MATRAJU-||#C41463|party/52-268.png|52-268|000452052-268A|000452052-268A|LISTA UNIDAD N° 1|Lista A|MALE||||||10
000452|FRENTE PATRIOTA BANDERA VECINAL||#7FE624|party/52-505.png|52-505|000452052-505C|000452052-505C|LISTA C - ORDEN Y SEGURIDAD|Lista C|MALE||||||10
000452|FRENTE PATRIOTA BANDERA VECINAL||#7FE624|party/52-505.png|52-505|000452052-505D|000452052-505D|LISTA D- SOLIDARIDAD|Lista D|MALE||||||11
000452|FRENTE PATRIOTA BANDERA VECINAL||#7FE624|party/52-505.png|52-505|000452052-505E|000452052-505E|LISTA E - PIONEROS|Lista E|MALE||||||12
000452|FRENTE PATRIOTA BANDERA VECINAL||#7FE624|party/52-505.png|52-505|000452052-505F|000452052-505F|LISTA F - SOBERANÍA|Lista F|MALE||||||13
000452|CREO||#1BCB34|party/52-507.png|52-507|000452052-507A|000452052-507A|CONVICCIONES|Lista A|MALE||||||15
000452|CAMBIEMOS BUENOS AIRES||#392B79|party/52-508.png|52-508|000452052-508A|000452052-508A|CAMBIANDO JUNTOS|Lista A|MALE||||||16
000452|FRENTE JUSTICIALISTA||#000278|party/52-509.png|52-509|000452052-509A|000452052-509A|CUMPLIR R|Lista A|MALE||||||17
000459|UNION POPULAR||#52E9FD|party/59-23.png|59-23|0004590059-23A|0004590059-23A|LISTA BLANCA|Lista A|MALE||||||21
000459|PARTIDO SOCIALISTA||#9CF0B0|party/59-50.png|59-50|0004590059-50A|0004590059-50A|Lista A|Lista A|MALE||||||22
000459|PARTIDO OBRERO||#E491AC|party/59-204.png|59-204|000459059-204A|000459059-204A|ROJA 1|Lista A|MALE||||||23
000459|PARTIDO AUTONOMISTA||#B5AA58|party/59-211.png|59-211|000459059-211A|000459059-211A|LISTA A|Lista A|MALE||||||24
